timestamp,open,high,low,close,volume
2026-01-20 14:30:00+00:00,261.1400146484375,261.8999938964844,261.0599975585937,261.8299865722656,2272649
2026-01-20 14:33:00+00:00,261.9200134277344,262.260009765625,261.6600036621094,261.8699951171875,958753
2026-01-20 14:36:00+00:00,261.8500061035156,262.6099853515625,261.7149963378906,262.4599914550781,865553
2026-01-20 14:39:00+00:00,262.4700012207031,263.32000732421875,262.4200134277344,263.239990234375,703018
2026-01-20 14:42:00+00:00,263.239990234375,263.2597961425781,262.4700012207031,262.5,1027643
2026-01-20 14:45:00+00:00,262.5,263.2980041503906,262.3399963378906,262.94000244140625,741351
2026-01-20 14:48:00+00:00,262.94000244140625,262.94000244140625,262.3599853515625,262.489990234375,500298
2026-01-20 14:51:00+00:00,262.489990234375,263.0400085449219,262.25,262.9599914550781,582489
2026-01-20 14:54:00+00:00,262.9599914550781,263.0799865722656,262.3800048828125,262.57000732421875,456369
2026-01-20 14:57:00+00:00,262.5849914550781,262.9599914550781,262.4599914550781,262.9599914550781,410062
2026-01-20 15:00:00+00:00,262.95001220703125,263.0429992675781,262.6000061035156,262.6199951171875,871238
2026-01-20 15:03:00+00:00,262.6199951171875,262.739990234375,262.2799987792969,262.44000244140625,527385
2026-01-20 15:06:00+00:00,262.44000244140625,262.8299865722656,262.44000244140625,262.7300109863281,353130
2026-01-20 15:09:00+00:00,262.7200012207031,262.760009765625,261.989990234375,262.010009765625,647336
2026-01-20 15:12:00+00:00,262.0,262.2699890136719,261.82000732421875,262.1400146484375,337656
2026-01-20 15:15:00+00:00,262.1400146484375,262.79998779296875,262.1400146484375,262.79998779296875,285414
2026-01-20 15:18:00+00:00,262.7799987792969,262.8299865722656,262.3099975585937,262.32000732421875,239477
2026-01-20 15:21:00+00:00,262.3299865722656,262.94000244140625,262.1849975585937,262.94000244140625,265111
2026-01-20 15:24:00+00:00,262.95001220703125,263.6300048828125,262.885009765625,263.5599975585937,446622
2026-01-20 15:27:00+00:00,263.57000732421875,263.9100036621094,263.5599975585937,263.7699890136719,346767
2026-01-20 15:30:00+00:00,263.7900085449219,264.0249938964844,263.69000244140625,264.010009765625,368115
2026-01-20 15:33:00+00:00,264.0199890136719,264.3099975585937,263.9150085449219,264.2799987792969,293596
2026-01-20 15:36:00+00:00,264.2900085449219,264.4599914550781,263.989990234375,264.2300109863281,398406
2026-01-20 15:39:00+00:00,264.2300109863281,264.239990234375,263.8900146484375,264.04998779296875,416610
2026-01-20 15:42:00+00:00,264.04998779296875,264.2850036621094,263.8999938964844,264.04998779296875,264694
2026-01-20 15:45:00+00:00,264.04998779296875,264.2200012207031,263.92999267578125,263.95001220703125,229230
2026-01-20 15:48:00+00:00,263.9599914550781,264.19500732421875,263.8800048828125,264.04998779296875,242713
2026-01-20 15:51:00+00:00,264.0400085449219,264.0799865722656,263.7950134277344,263.8500061035156,396430
2026-01-20 15:54:00+00:00,263.8399963378906,264.0299987792969,263.739990234375,263.8900146484375,183892
2026-01-20 15:57:00+00:00,263.8900146484375,264.1000061035156,263.760009765625,263.9200134277344,144536
2026-01-20 16:00:00+00:00,263.92498779296875,264.3009948730469,263.8598937988281,264.239990234375,235778
2026-01-20 16:03:00+00:00,264.239990234375,264.31500244140625,263.7799987792969,263.8399963378906,240016
2026-01-20 16:06:00+00:00,263.8500061035156,263.95001220703125,263.54998779296875,263.8900146484375,160388
2026-01-20 16:09:00+00:00,263.8999938964844,264.2001037597656,263.8999938964844,264.20001220703125,166781
2026-01-20 16:12:00+00:00,264.2099914550781,264.6400146484375,264.20001220703125,264.6099853515625,259650
2026-01-20 16:15:00+00:00,264.5799865722656,264.6400146484375,264.2799987792969,264.4549865722656,181771
2026-01-20 16:18:00+00:00,264.4599914550781,264.489990234375,264.2200012207031,264.2550048828125,240683
2026-01-20 16:21:00+00:00,264.260009765625,264.5,264.1990051269531,264.4649963378906,157781
2026-01-20 16:24:00+00:00,264.4649963378906,264.6000061035156,264.17999267578125,264.20001220703125,175874
2026-01-20 16:27:00+00:00,264.19000244140625,264.5199890136719,264.0,264.4800109863281,229320
