trades,win_rate,expectancy_abs,avg_win_abs,avg_loss_abs,avg_r_multiple,max_drawdown_proxy
69,0.3188405797101449,0.1213318202806615,1.6967254490047645,-0.6160864740157271,0.11594202898550926,-7.910474722726121
