timestamp,open,high,low,close,volume,session_date,hour,minute,is_rth,day_high_so_far,day_low_so_far,prev_day_high,prev_day_low,external_bias,protected_swing_high,protected_swing_low,atr,bos_flag,choch_flag,swept_level,failed_choch_confirmed,pullback_respected,internal_sweep_reclaim
2026-02-06 14:24:00-05:00,607.8699951171875,608.5499877929688,607.8599853515625,608.4600219726562,261334,2026-02-06,14,24,True,608.5499877929688,607.8599853515625,,,,,,,,,,False,True,False
2026-02-06 14:27:00-05:00,608.4500122070312,608.5399780273438,608.3200073242188,608.3200073242188,120786,2026-02-06,14,27,True,608.5499877929688,607.8599853515625,,,,,,,,,,False,True,True
2026-02-06 14:30:00-05:00,608.3499755859375,608.6300048828125,608.280029296875,608.5,151600,2026-02-06,14,30,True,608.6300048828125,607.8599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 14:33:00-05:00,608.5,608.6400146484375,608.4199829101562,608.4600219726562,107885,2026-02-06,14,33,True,608.6400146484375,607.8599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 14:36:00-05:00,608.4500122070312,608.4600219726562,608.260009765625,608.4099731445312,110225,2026-02-06,14,36,True,608.6400146484375,607.8599853515625,,,none,,,,0.0,0.0,,False,True,False
2026-02-06 14:39:00-05:00,608.4199829101562,608.47998046875,608.2000122070312,608.2750244140625,102879,2026-02-06,14,39,True,608.6400146484375,607.8599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 14:42:00-05:00,608.260009765625,608.2600708007812,607.8400268554688,607.9500122070312,118642,2026-02-06,14,42,True,608.6400146484375,607.8400268554688,,,none,,,,0.0,0.0,,False,True,False
2026-02-06 14:45:00-05:00,607.9600219726562,608.1300048828125,607.8300170898438,608.0800170898438,131838,2026-02-06,14,45,True,608.6400146484375,607.8300170898438,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 14:48:00-05:00,608.0599975585938,608.55810546875,608.0150146484375,608.5499877929688,133878,2026-02-06,14,48,True,608.6400146484375,607.8300170898438,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 14:51:00-05:00,608.5499877929688,608.5800170898438,608.1799926757812,608.3499755859375,143276,2026-02-06,14,51,True,608.6400146484375,607.8300170898438,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 14:54:00-05:00,608.3400268554688,608.409912109375,608.1900024414062,608.239990234375,114709,2026-02-06,14,54,True,608.6400146484375,607.8300170898438,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 14:57:00-05:00,608.239990234375,608.2899780273438,607.77001953125,607.8200073242188,160367,2026-02-06,14,57,True,608.6400146484375,607.77001953125,,,none,,,,0.0,0.0,,False,True,False
2026-02-06 15:00:00-05:00,607.8099975585938,607.8800048828125,607.3599853515625,607.5700073242188,315624,2026-02-06,15,0,True,608.6400146484375,607.3599853515625,,,none,,,,0.0,0.0,,False,True,False
2026-02-06 15:03:00-05:00,607.5800170898438,608.0900268554688,607.5399780273438,608.0399780273438,212682,2026-02-06,15,3,True,608.6400146484375,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:06:00-05:00,608.0499877929688,608.47998046875,608.02001953125,608.3400268554688,214301,2026-02-06,15,6,True,608.6400146484375,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:09:00-05:00,608.3579711914062,608.5399780273438,608.2899780273438,608.3699951171875,139363,2026-02-06,15,9,True,608.6400146484375,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:12:00-05:00,608.3499755859375,608.469970703125,608.239990234375,608.3049926757812,268461,2026-02-06,15,12,True,608.6400146484375,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:15:00-05:00,608.3099975585938,608.5399780273438,608.27001953125,608.510009765625,243719,2026-02-06,15,15,True,608.6400146484375,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:18:00-05:00,608.510009765625,608.8699951171875,608.3900146484375,608.85498046875,213964,2026-02-06,15,18,True,608.8699951171875,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:21:00-05:00,608.8499755859375,609.0900268554688,608.6950073242188,608.8099975585938,283323,2026-02-06,15,21,True,609.0900268554688,607.3599853515625,,,none,,,,0.0,0.0,,True,True,True
2026-02-06 15:24:00-05:00,608.7899780273438,609.0499877929688,608.72998046875,608.8599853515625,303592,2026-02-06,15,24,True,609.0900268554688,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:27:00-05:00,608.8699951171875,608.969970703125,608.6904907226562,608.8800048828125,241054,2026-02-06,15,27,True,609.0900268554688,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:30:00-05:00,608.8900146484375,608.9949951171875,608.47998046875,608.6400146484375,197330,2026-02-06,15,30,True,609.0900268554688,607.3599853515625,,,none,,,,0.0,0.0,,False,True,False
2026-02-06 15:33:00-05:00,608.6300048828125,608.8800048828125,608.5599975585938,608.5850219726562,22506041,2026-02-06,15,33,True,609.0900268554688,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:36:00-05:00,608.5900268554688,608.6950073242188,608.4600219726562,608.510009765625,348726,2026-02-06,15,36,True,609.0900268554688,607.3599853515625,,,none,,,,0.0,0.0,,False,True,False
2026-02-06 15:39:00-05:00,608.5150146484375,608.9400024414062,608.510009765625,608.9199829101562,244036,2026-02-06,15,39,True,609.0900268554688,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:42:00-05:00,608.9249877929688,609.6799926757812,608.9000244140625,609.469970703125,492083,2026-02-06,15,42,True,609.6799926757812,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:45:00-05:00,609.4749755859375,609.8599853515625,609.3300170898438,609.7899780273438,465001,2026-02-06,15,45,True,609.8599853515625,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:48:00-05:00,609.7999877929688,610.1300048828125,609.72998046875,609.8834228515625,501098,2026-02-06,15,48,True,610.1300048828125,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:51:00-05:00,609.8699951171875,611.3499755859375,609.77001953125,611.2899780273438,839950,2026-02-06,15,51,True,611.3499755859375,607.3599853515625,,,none,,,,0.0,0.0,,False,True,True
2026-02-06 15:54:00-05:00,611.2999877929688,611.4099731445312,610.8499755859375,610.969970703125,24937569,2026-02-06,15,54,True,611.4099731445312,607.3599853515625,,,none,,,,0.0,0.0,,True,True,True
2026-02-06 15:57:00-05:00,610.969970703125,611.02001953125,610.260009765625,610.530029296875,1145238,2026-02-06,15,57,True,611.4099731445312,607.3599853515625,,,none,,,,0.0,0.0,,False,True,False
2026-02-06 16:00:00-05:00,610.530029296875,610.6199951171875,609.5499877929688,609.6300048828125,1192806,2026-02-06,16,0,True,611.4099731445312,607.3599853515625,,,none,,,,0.0,0.0,,False,True,False
2026-02-09 09:30:00-05:00,607.5399780273438,607.8599853515625,605.261474609375,605.8870239257812,1423833,2026-02-09,9,30,True,607.8599853515625,605.261474609375,611.4099731445312,607.3599853515625,none,,,,0.0,0.0,607.3599853515625,False,True,False
2026-02-09 09:33:00-05:00,605.8699951171875,607.4299926757812,605.0700073242188,607.2999877929688,789375,2026-02-09,9,33,True,607.8599853515625,605.0700073242188,611.4099731445312,607.3599853515625,none,,,,0.0,0.0,607.3599853515625,False,True,True
2026-02-09 09:36:00-05:00,607.3200073242188,607.9099731445312,606.4437255859375,607.3400268554688,604396,2026-02-09,9,36,True,607.9099731445312,605.0700073242188,611.4099731445312,607.3599853515625,none,,,,0.0,0.0,607.3599853515625,False,True,True
2026-02-09 09:39:00-05:00,607.3800048828125,609.1699829101562,607.25,609.155029296875,577151,2026-02-09,9,39,True,609.1699829101562,605.0700073242188,611.4099731445312,607.3599853515625,none,,,,0.0,0.0,607.3599853515625,False,True,True
2026-02-09 09:42:00-05:00,609.1400146484375,609.7000122070312,608.7100219726562,609.6298828125,3460542,2026-02-09,9,42,True,609.7000122070312,605.0700073242188,611.4099731445312,607.3599853515625,none,,,,0.0,0.0,607.3599853515625,False,True,True
2026-02-09 09:45:00-05:00,609.6099853515625,610.1799926757812,609.0700073242188,609.4000244140625,583652,2026-02-09,9,45,True,610.1799926757812,605.0700073242188,611.4099731445312,607.3599853515625,none,,,,0.0,0.0,607.3599853515625,False,True,True
2026-02-09 09:48:00-05:00,609.3900146484375,610.5999755859375,609.0900268554688,610.47998046875,630594,2026-02-09,9,48,True,610.5999755859375,605.0700073242188,611.4099731445312,607.3599853515625,none,,,,0.0,0.0,607.3599853515625,False,True,True
2026-02-09 09:51:00-05:00,610.4600219726562,610.7000122070312,608.7899780273438,609.2999877929688,425717,2026-02-09,9,51,True,610.7000122070312,605.0700073242188,611.4099731445312,607.3599853515625,none,,,,0.0,0.0,607.3599853515625,True,True,True
2026-02-09 09:54:00-05:00,609.22998046875,609.530029296875,608.3300170898438,609.06201171875,376703,2026-02-09,9,54,True,610.7000122070312,605.0700073242188,611.4099731445312,607.3599853515625,none,,,,0.0,0.0,607.3599853515625,False,True,True
